task_id,task_name,category,priority,task_duration_days,days_until_deadline,percent_complete,expected_percent_complete,num_dependencies,num_dependencies_incomplete,resource_availability_pct,team_workload_score,past_delays_count,progress_gap,risk_score_raw,risk_label
T1125,Documentation task 1125,Documentation,Low,12,15,79.3,0.0,1,1,55.3,6.4,1,-79.3,0.23354934704368494,Medium
T1126,Research task 1126,Research,Medium,12,16,15.5,0.0,3,1,76.4,3.5,1,-15.5,0.23191766201944136,Medium
T1127,Development task 1127,Development,Low,12,5,66.2,58.3,4,3,65.5,9.8,2,-7.900000000000006,0.3666051091175105,High
T1128,Design task 1128,Design,Medium,9,1,83.5,88.9,4,3,80.0,4.1,0,5.400000000000006,0.2413707167850742,Medium
T1129,Research task 1129,Research,Low,8,-2,85.1,100.0,1,0,72.4,5.3,0,14.900000000000006,0.2367326494436228,Medium
T1130,Research task 1130,Research,Low,10,1,44.3,90.0,4,3,8.5,3.8,0,45.7,0.5685118452416419,High
T1131,Development task 1131,Development,Low,6,-1,84.1,100.0,3,1,73.6,9.1,1,15.900000000000006,0.40513239065338186,High
T1132,Testing task 1132,Testing,Medium,10,17,78.2,0.0,5,1,82.8,4.7,0,-78.2,0.05632924522135119,Low
T1133,Testing task 1133,Testing,Medium,12,4,100.0,66.7,1,1,78.9,5.4,0,-33.3,0.3043641921835947,Medium
T1134,Documentation task 1134,Documentation,Medium,11,16,36.2,0.0,3,3,67.9,8.0,1,-36.2,0.3831240682166007,High
T1135,Development task 1135,Development,Low,9,10,42.3,0.0,4,0,100.0,6.5,0,-42.3,0.08987623753292069,Low
T1136,Testing task 1136,Testing,High,1,10,47.3,0.0,1,1,76.2,4.9,1,-47.3,0.16628054451233065,Low
T1137,Documentation task 1137,Documentation,Medium,11,8,42.7,27.3,4,4,78.8,7.8,0,-15.400000000000002,0.36150043200304627,High
T1138,Testing task 1138,Testing,Medium,6,16,32.7,0.0,0,0,90.9,10.0,1,-32.7,0.20413804168139763,Medium
T1139,Presentation task 1139,Presentation,Medium,11,-2,0.0,100.0,4,2,77.3,5.8,2,100.0,0.5814934144294449,High
T1140,Design task 1140,Design,High,8,0,44.1,100.0,3,2,52.0,5.3,0,55.9,0.4855460962320811,High
T1141,Documentation task 1141,Documentation,High,13,7,64.2,46.2,1,0,21.2,5.4,0,-18.0,0.35550864713962443,High
T1142,Documentation task 1142,Documentation,Medium,5,7,42.7,0.0,0,0,60.5,8.3,0,-42.7,0.18457508787072108,Low
T1143,Testing task 1143,Testing,Medium,14,10,100.0,28.6,4,0,85.2,3.5,0,-71.4,0.037601470283217156,Low
T1144,Research task 1144,Research,Low,12,14,55.3,0.0,1,1,62.9,4.3,0,-55.3,0.16972516873466797,Low
T1145,Testing task 1145,Testing,Medium,5,11,87.3,0.0,2,2,86.0,1.2,1,-87.3,0.27760494917147094,Medium
T1146,Presentation task 1146,Presentation,Medium,7,3,61.5,57.1,0,0,73.0,2.0,0,-4.399999999999999,0.1328879744788844,Low
T1147,Testing task 1147,Testing,Low,8,5,75.7,37.5,5,1,95.8,3.7,2,-38.2,0.19883862236252806,Low
T1148,Research task 1148,Research,High,11,15,62.0,0.0,3,2,64.1,4.9,2,-62.0,0.2730925975379413,Medium
T1149,Design task 1149,Design,High,10,2,89.2,80.0,5,4,79.4,9.4,0,-9.200000000000003,0.3979342950999727,High
T1150,Testing task 1150,Testing,Low,12,9,56.4,25.0,0,0,80.1,6.3,2,-31.4,0.1152673138559378,Low
T1151,Documentation task 1151,Documentation,High,6,10,67.4,0.0,1,1,100.0,2.7,1,-67.4,0.1652962157124196,Low
T1152,Development task 1152,Development,Medium,8,15,64.2,0.0,3,1,35.9,3.2,0,-64.2,0.2085026757486368,Medium
T1153,Presentation task 1153,Presentation,Medium,7,14,47.8,0.0,3,1,60.8,8.4,1,-47.8,0.3205890132604277,Medium
T1154,Documentation task 1154,Documentation,High,13,8,65.1,38.5,4,2,87.0,7.8,1,-26.599999999999994,0.24910881867368945,Medium
T1155,Design task 1155,Design,Medium,5,5,100.0,0.0,5,5,100.0,5.1,1,-100.0,0.22855774624652261,Medium
T1156,Design task 1156,Design,Medium,9,6,48.2,33.3,4,4,74.8,3.9,1,-14.900000000000006,0.2761703586126854,Medium
T1157,Presentation task 1157,Presentation,Medium,2,7,65.5,0.0,0,0,64.1,7.8,1,-65.5,0.10369600654365463,Low
T1158,Testing task 1158,Testing,Low,12,3,86.4,75.0,1,0,85.1,2.5,1,-11.400000000000006,0.0,Low
T1159,Presentation task 1159,Presentation,Medium,6,12,83.5,0.0,5,5,87.4,6.0,0,-83.5,0.317133735172081,Medium
T1160,Presentation task 1160,Presentation,Medium,5,2,55.3,60.0,3,2,62.8,10.0,0,4.700000000000003,0.3335128056846829,Medium
T1161,Development task 1161,Development,Medium,9,12,0.0,0.0,5,2,76.6,5.5,0,0.0,0.1711958017176533,Low
T1162,Research task 1162,Research,Low,7,15,67.9,0.0,3,0,93.6,3.1,0,-67.9,0.09764733396833075,Low
T1163,Presentation task 1163,Presentation,Low,12,20,0.0,0.0,0,0,100.0,6.0,2,0.0,0.19318385258556325,Low
T1164,Testing task 1164,Testing,Medium,8,0,91.7,100.0,2,1,84.9,3.8,2,8.299999999999997,0.2854243977413791,Medium
T1165,Research task 1165,Research,Low,8,15,59.2,0.0,4,3,70.9,1.5,0,-59.2,0.2825536415108906,Medium
T1166,Testing task 1166,Testing,Medium,2,-1,80.0,100.0,3,3,68.9,6.8,0,20.0,0.4537844567028638,High
T1167,Research task 1167,Research,Medium,1,5,32.4,0.0,0,0,81.1,7.8,1,-32.4,0.17712733984566642,Low
T1168,Design task 1168,Design,High,6,2,16.2,66.7,1,1,67.7,4.2,0,50.5,0.43021944112523,High
T1169,Development task 1169,Development,Low,14,1,61.5,92.9,5,0,73.8,4.1,1,31.400000000000006,0.2030918885599859,Medium
T1170,Development task 1170,Development,High,13,2,54.2,84.6,5,3,48.8,2.6,1,30.39999999999999,0.41666659694867275,High
T1171,Testing task 1171,Testing,Medium,9,-1,42.7,100.0,4,3,95.9,4.6,5,57.3,0.38342669899923576,High
T1172,Presentation task 1172,Presentation,Medium,9,16,57.1,0.0,0,0,47.2,3.6,2,-57.1,0.13722069046954444,Low
T1173,Development task 1173,Development,High,6,-1,100.0,100.0,3,1,61.4,2.5,0,0.0,0.20654651752838063,Medium
T1174,Documentation task 1174,Documentation,Medium,3,7,75.9,0.0,4,2,72.0,9.7,0,-75.9,0.22801188382933185,Medium
T1175,Presentation task 1175,Presentation,Medium,1,14,81.2,0.0,3,3,100.0,6.2,1,-81.2,0.23707887051302565,Medium
T1176,Documentation task 1176,Documentation,Medium,5,20,76.1,0.0,3,2,61.5,6.4,0,-76.1,0.34571877831136144,High
T1177,Design task 1177,Design,Medium,5,17,92.0,0.0,2,2,56.7,7.2,0,-92.0,0.36148452762241723,High
T1178,Documentation task 1178,Documentation,High,3,1,50.2,66.7,1,0,59.0,6.9,1,16.5,0.24512528262632974,Medium
T1179,Design task 1179,Design,Medium,4,20,3.6,0.0,1,0,100.0,4.0,1,-3.6,0.053188341118047835,Low
T1180,Development task 1180,Development,High,1,13,50.3,0.0,4,2,13.8,5.7,0,-50.3,0.23094980257240783,Medium
T1181,Testing task 1181,Testing,Medium,9,2,75.3,77.8,0,0,49.9,4.3,0,2.5,0.21364968930030684,Medium
T1182,Design task 1182,Design,High,13,8,30.8,38.5,0,0,100.0,6.1,2,7.699999999999999,0.13929621081280955,Low
T1183,Research task 1183,Research,High,10,19,50.6,0.0,2,2,81.8,5.9,0,-50.6,0.15081000978860598,Low
T1184,Presentation task 1184,Presentation,Low,7,7,37.7,0.0,4,3,47.9,4.0,0,-37.7,0.2631891795905029,Medium
T1185,Documentation task 1185,Documentation,Low,6,2,92.6,66.7,3,2,69.2,1.7,0,-25.89999999999999,0.22364894418009126,Medium
T1186,Research task 1186,Research,Medium,5,18,73.7,0.0,3,0,71.3,5.4,1,-73.7,0.18887371532541933,Low
T1187,Development task 1187,Development,Medium,2,19,71.3,0.0,3,3,86.9,4.5,1,-71.3,0.2501489269378279,Medium
T1188,Design task 1188,Design,Medium,9,20,70.5,0.0,0,0,100.0,0.3,0,-70.5,0.0,Low
T1189,Presentation task 1189,Presentation,High,8,19,54.1,0.0,1,0,77.8,6.3,0,-54.1,0.22711323402447642,Medium
T1190,Presentation task 1190,Presentation,High,1,18,59.9,0.0,0,0,59.2,7.4,0,-59.9,0.17252930780497758,Low
T1191,Documentation task 1191,Documentation,Medium,6,8,25.4,0.0,4,4,85.7,10.0,0,-25.4,0.36742809157989675,High
T1192,Development task 1192,Development,Medium,4,2,0.3,50.0,4,2,56.0,4.0,0,49.7,0.3829730178311871,High
T1193,Research task 1193,Research,Low,3,12,58.8,0.0,1,1,49.3,3.7,0,-58.8,0.2660454825817916,Medium
T1194,Design task 1194,Design,Medium,10,3,63.1,70.0,1,1,34.8,2.2,1,6.899999999999999,0.2188352170464618,Medium
T1195,Research task 1195,Research,Low,8,8,85.2,0.0,1,1,38.7,5.5,0,-85.2,0.2513466227140683,Medium
T1196,Documentation task 1196,Documentation,Medium,9,13,94.3,0.0,5,5,52.1,5.5,0,-94.3,0.260602954695364,Medium
T1197,Research task 1197,Research,Medium,10,19,94.2,0.0,2,1,46.4,3.0,3,-94.2,0.21181800057319328,Medium
T1198,Documentation task 1198,Documentation,Medium,14,4,30.0,71.4,4,4,76.3,4.6,1,41.400000000000006,0.49864016867822025,High
T1199,Presentation task 1199,Presentation,Medium,12,3,46.2,75.0,2,0,46.0,0.1,2,28.799999999999997,0.20601703886814843,Medium
T1200,Design task 1200,Design,Medium,9,14,67.0,0.0,4,0,7.1,7.3,0,-67.0,0.2847628062737042,Medium
